A,B,C,State,County,Municipality,Zip,Area,D,E,F,State_dest,County_dest,Municipality_dest,Zip_dest,Area_dest,Mode,Number,MOE
25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",21,25
25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,27,26
25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ",25,25,7000,Massachusetts,Suffolk County,Boston city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,10,14
25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ",44,7,22960,Rhode Island,Providence County,East Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",30,27
25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ",44,7,59000,Rhode Island,Providence County,Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",40,31
25,5,25240,Massachusetts,Bristol County,Freetown town,39300,"Providence-Warwick, RI-MA ",44,7,59000,Rhode Island,Providence County,Providence city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",30,43
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",273,101
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,20100,Massachusetts,Bristol County,Easton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",120,70
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,22130,Massachusetts,Bristol County,Fairhaven town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",28,32
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,22130,Massachusetts,Bristol County,Fairhaven town,39300,"Providence-Warwick, RI-MA ",Public transportation,14,24
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone","1,355",229
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",78,55
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",Other travel mode,607,184
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,45000,Massachusetts,Bristol County,New Bedford city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",36,32
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,45000,Massachusetts,Bristol County,New Bedford city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",64,103
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,46575,Massachusetts,Bristol County,North Attleborough town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",94,70
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,49970,Massachusetts,Bristol County,Norton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",283,124
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,49970,Massachusetts,Bristol County,Norton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",6,10
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,49970,Massachusetts,Bristol County,Norton town,39300,"Providence-Warwick, RI-MA ",Public transportation,13,21
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,56060,Massachusetts,Bristol County,Raynham town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",150,74
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,56060,Massachusetts,Bristol County,Raynham town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",12,17
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,60645,Massachusetts,Bristol County,Seekonk town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",27,28
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,69170,Massachusetts,Bristol County,Taunton city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",254,104
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,5,69170,Massachusetts,Bristol County,Taunton city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",56,85
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",23,28
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",6,11
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,131,70
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",74,55
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,35215,Massachusetts,Middlesex County,Lexington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",44,31
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,37875,Massachusetts,Middlesex County,Malden city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",10,18
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,37875,Massachusetts,Middlesex County,Malden city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",45,73
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,37875,Massachusetts,Middlesex County,Malden city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,12,21
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",69,52
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",134,218
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",141,115
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",103,156
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",119,61
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",23,34
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,12,20
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",90,61
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,26
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,17,73440,Massachusetts,Middlesex County,Watertown Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",29,28
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,2935,Massachusetts,Norfolk County,Avon town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",76,59
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,2935,Massachusetts,Norfolk County,Avon town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",10,16
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",137,87
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",46,55
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,13,20
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,9175,Massachusetts,Norfolk County,Brookline town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",46,43
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,9175,Massachusetts,Norfolk County,Brookline town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",16,26
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,11315,Massachusetts,Norfolk County,Canton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",267,104
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,11315,Massachusetts,Norfolk County,Canton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",75,70
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,11315,Massachusetts,Norfolk County,Canton town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,10,15
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,16495,Massachusetts,Norfolk County,Dedham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",85,60
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,16495,Massachusetts,Norfolk County,Dedham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",12,20
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,24820,Massachusetts,Norfolk County,Foxborough town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",544,168
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,24820,Massachusetts,Norfolk County,Foxborough town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",92,144
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,25172,Massachusetts,Norfolk County,Franklin Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",280,151
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,44105,Massachusetts,Norfolk County,Needham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",185,81
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,44105,Massachusetts,Norfolk County,Needham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",48,77
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,46050,Massachusetts,Norfolk County,Norfolk town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",62,43
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,50250,Massachusetts,Norfolk County,Norwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",320,140
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,50250,Massachusetts,Norfolk County,Norwood town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",55,71
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,54100,Massachusetts,Norfolk County,Plainville town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",125,66
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,55745,Massachusetts,Norfolk County,Quincy city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",241,105
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,55745,Massachusetts,Norfolk County,Quincy city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,17,30
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,55955,Massachusetts,Norfolk County,Randolph town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",75,74
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,60785,Massachusetts,Norfolk County,Sharon town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",211,98
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,67945,Massachusetts,Norfolk County,Stoughton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",242,99
25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ",25,21,67945,Massachusetts,Norfolk County,Stoughton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",29,43
