A,B,C,State,County,Municipality,Zip,Area,D,E,F,State_dest,County_dest,Municipality_dest,Zip_dest,Area_dest,Mode,Number,MOE
25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ",33,11,47540,New Hampshire,Hillsborough County,Merrimack town,31700,"Manchester-Nashua, NH ","Car, truck, or van: Drove alone",54,52
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,1,3690,Massachusetts,Barnstable County,Barnstable Town city,12700,"Barnstable Town, MA ","Car, truck, or van: Drove alone",66,54
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,1,82525,Massachusetts,Barnstable County,Yarmouth town,12700,"Barnstable Town, MA ","Car, truck, or van: Drove alone",17,29
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",9,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,5,2690,Massachusetts,Bristol County,Attleboro city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",21,40
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,5,38225,Massachusetts,Bristol County,Mansfield town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",43,34
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,5,49970,Massachusetts,Bristol County,Norton town,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",21,26
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,5,69170,Massachusetts,Bristol County,Taunton city,39300,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",28,25
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,1465,Massachusetts,Essex County,Andover town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",129,84
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,1465,Massachusetts,Essex County,Andover town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",11,18
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,5595,Massachusetts,Essex County,Beverly city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",121,81
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,29405,Massachusetts,Essex County,Haverhill city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",42,44
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,29405,Massachusetts,Essex County,Haverhill city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",41,44
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,34550,Massachusetts,Essex County,Lawrence city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",34,40
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,34550,Massachusetts,Essex County,Lawrence city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,5,12
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,46365,Massachusetts,Essex County,North Andover town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",61,54
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,59105,Massachusetts,Essex County,Salem city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",94,57
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,9,59105,Massachusetts,Essex County,Salem city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",9,14
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,380,Massachusetts,Middlesex County,Acton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",70,46
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,1605,Massachusetts,Middlesex County,Arlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",56,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,1605,Massachusetts,Middlesex County,Arlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",41,47
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,1605,Massachusetts,Middlesex County,Arlington town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,8,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,2130,Massachusetts,Middlesex County,Ashland town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",30,27
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,2130,Massachusetts,Middlesex County,Ashland town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",2,5
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,2130,Massachusetts,Middlesex County,Ashland town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,2,4
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,4615,Massachusetts,Middlesex County,Bedford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",155,80
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,4615,Massachusetts,Middlesex County,Bedford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",24,19
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,5070,Massachusetts,Middlesex County,Belmont town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",289,166
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,5070,Massachusetts,Middlesex County,Belmont town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",15,17
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,5070,Massachusetts,Middlesex County,Belmont town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,12,24
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,5805,Massachusetts,Middlesex County,Billerica town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",101,57
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,5805,Massachusetts,Middlesex County,Billerica town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",54,42
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,7350,Massachusetts,Middlesex County,Boxborough town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",35,32
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,9840,Massachusetts,Middlesex County,Burlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",405,143
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,9840,Massachusetts,Middlesex County,Burlington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",26,24
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,9840,Massachusetts,Middlesex County,Burlington town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,19,29
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","1,978",277
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",231,99
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,263,131
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,11000,Massachusetts,Middlesex County,Cambridge city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,500,154
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,13135,Massachusetts,Middlesex County,Chelmsford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",136,73
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,13135,Massachusetts,Middlesex County,Chelmsford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",26,31
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,15060,Massachusetts,Middlesex County,Concord town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",124,77
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,21990,Massachusetts,Middlesex County,Everett city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",40,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,21990,Massachusetts,Middlesex County,Everett city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,8,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,21990,Massachusetts,Middlesex County,Everett city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,6,12
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",735,172
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",87,76
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,24925,Massachusetts,Middlesex County,Framingham town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,13,17
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,31085,Massachusetts,Middlesex County,Hopkinton town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",123,71
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,31540,Massachusetts,Middlesex County,Hudson town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",37,35
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,31540,Massachusetts,Middlesex County,Hudson town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",11,15
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,35215,Massachusetts,Middlesex County,Lexington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",331,103
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,35215,Massachusetts,Middlesex County,Lexington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",29,28
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,35215,Massachusetts,Middlesex County,Lexington town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,27,29
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,35425,Massachusetts,Middlesex County,Lincoln town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",31,25
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,37000,Massachusetts,Middlesex County,Lowell city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",215,116
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,37000,Massachusetts,Middlesex County,Lowell city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",19,24
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,37000,Massachusetts,Middlesex County,Lowell city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,9,19
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,37000,Massachusetts,Middlesex County,Lowell city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,62,47
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,37875,Massachusetts,Middlesex County,Malden city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",192,71
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,37875,Massachusetts,Middlesex County,Malden city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,52,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",282,129
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,38715,Massachusetts,Middlesex County,Marlborough city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,3,6
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,39835,Massachusetts,Middlesex County,Medford city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",173,68
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,39835,Massachusetts,Middlesex County,Medford city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",52,51
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,39835,Massachusetts,Middlesex County,Medford city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,49,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",303,94
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",87,62
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,14,20
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,43895,Massachusetts,Middlesex County,Natick town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,5,10
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","4,984",443
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",656,180
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,153,74
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,"5,325",475
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",90,62
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,48955,Massachusetts,Middlesex County,North Reading town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,3,6
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,56130,Massachusetts,Middlesex County,Reading town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,61590,Massachusetts,Middlesex County,Shirley town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",48,47
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,62535,Massachusetts,Middlesex County,Somerville city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",137,69
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,62535,Massachusetts,Middlesex County,Somerville city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,26
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,62535,Massachusetts,Middlesex County,Somerville city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,35,36
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,67665,Massachusetts,Middlesex County,Stoneham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",103,68
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,67665,Massachusetts,Middlesex County,Stoneham town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",36,45
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,67665,Massachusetts,Middlesex County,Stoneham town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,29,25
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,67665,Massachusetts,Middlesex County,Stoneham town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,37,39
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,68260,Massachusetts,Middlesex County,Sudbury town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",34,30
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,69415,Massachusetts,Middlesex County,Tewksbury town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",33,34
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,72215,Massachusetts,Middlesex County,Wakefield town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",62,48
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","1,793",240
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",157,88
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,9,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,72600,Massachusetts,Middlesex County,Waltham city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,59,50
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,73440,Massachusetts,Middlesex County,Watertown Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",580,175
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,73440,Massachusetts,Middlesex County,Watertown Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",101,55
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,73440,Massachusetts,Middlesex County,Watertown Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,31,51
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,73440,Massachusetts,Middlesex County,Watertown Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,39,28
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,73790,Massachusetts,Middlesex County,Wayland town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",118,70
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,76135,Massachusetts,Middlesex County,Westford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,35
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,76135,Massachusetts,Middlesex County,Westford town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",14,21
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,76135,Massachusetts,Middlesex County,Westford town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,10,16
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,77255,Massachusetts,Middlesex County,Weston town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",209,74
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,77255,Massachusetts,Middlesex County,Weston town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,18,32
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,80230,Massachusetts,Middlesex County,Wilmington town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",154,70
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,80510,Massachusetts,Middlesex County,Winchester town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",58,52
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,80510,Massachusetts,Middlesex County,Winchester town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,1,4
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,81035,Massachusetts,Middlesex County,Woburn city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",228,87
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,81035,Massachusetts,Middlesex County,Woburn city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,24
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,17,81035,Massachusetts,Middlesex County,Woburn city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,6,13
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,2935,Massachusetts,Norfolk County,Avon town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",24,22
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",54,43
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,27,26
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,7740,Massachusetts,Norfolk County,Braintree Town city,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,10,16
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,9175,Massachusetts,Norfolk County,Brookline town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",755,158
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,9175,Massachusetts,Norfolk County,Brookline town,14460,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",100,68
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,9175,Massachusetts,Norfolk County,Brookline town,14460,"Boston-Cambridge-Newton, MA-NH ",Public transportation,93,52
25,17,45560,Massachusetts,Middlesex County,Newton city,14460,"Boston-Cambridge-Newton, MA-NH ",25,21,9175,Massachusetts,Norfolk County,Brookline town,14460,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,45,51
